GEOID,within_dfo,within_aer,sel_sa_tracts
48423980000,1,NA,1
48013960402,1,NA,1
48013960202,1,NA,1
48213950901,1,NA,1
48213950602,1,NA,1
48213950902,1,NA,1
48213950903,1,NA,1
48213950601,1,NA,1
48013960401,1,NA,1
48013960100,1,NA,1
48013960500,1,NA,1
48013960201,1,NA,1
48013960300,1,NA,1
48013960600,1,NA,1
48453001774,1,1,1
48453001846,1,1,1
48409010202,1,1,1
48409010302,1,1,1
48409010301,1,1,1
48409010201,1,1,1
48221160100,NA,NA,NA
48239950300,1,1,1
48239950200,1,1,1
48239950100,1,1,1
48261950100,NA,NA,NA
48319950100,1,NA,1
48319950200,1,NA,1
48339691000,1,1,1
48469001503,1,1,1
48469001504,1,1,1
48339691100,1,1,1
48339691200,1,1,1
48339691500,1,1,1
48339691700,1,1,1
48453001756,1,1,1
48453001917,1,1,1
48373210204,1,1,1
48373210203,1,1,1
48373210302,1,1,1
48373210206,1,1,1
48373210301,1,1,1
48373210205,1,1,1
48339691900,1,1,1
48339692100,1,1,1
48339692400,1,1,1
48453000206,1,1,1
48453000305,1,1,1
48453000205,1,1,1
48453000307,1,1,1
48453002318,1,1,1
48453001919,1,1,1
48309002600,1,NA,1
48309002700,1,NA,1
48309002800,1,NA,1
48309003000,1,NA,1
48309003200,1,NA,1
48339690700,1,1,1
48339690800,1,1,1
48339693200,1,1,1
48339693300,1,1,1
48309003300,1,NA,1
48339693500,1,1,1
48339693600,1,1,1
48339693800,1,1,1
48339694500,1,1,1
48339690100,1,1,1
48339691800,1,1,1
48365950200,NA,NA,NA
48365950500,1,NA,1
48365950100,NA,NA,NA
48365950600,1,NA,1
48365950300,1,NA,1
48365950400,1,NA,1
48187210901,1,1,1
48187210603,1,1,1
48187210902,1,1,1
48187210604,1,NA,NA
48187210504,1,1,1
48187210200,1,1,1
48187210801,1,1,1
48187210100,1,1,1
48187210400,1,1,1
48187210705,1,NA,1
48187210606,1,1,1
48405950300,1,NA,1
48405950200,1,NA,1
48405950100,1,NA,1
48455950100,1,NA,NA
48187210300,1,1,1
48453001757,1,1,1
48453001781,1,1,1
48453001864,1,1,1
48453001772,1,1,1
48453001777,1,1,1
48453001778,1,1,1
48187210706,1,NA,1
48091310300,1,1,1
48091310401,1,1,1
48091310200,1,1,1
48355005407,1,1,1
48355005408,1,1,1
48355005410,1,1,1
48355002601,1,1,1
48309003703,1,NA,NA
48309003706,1,NA,NA
48309003707,1,NA,1
48309003708,1,NA,1
48201250301,1,1,1
48201250302,1,1,1
48201251901,1,1,1
48201232302,1,1,1
48201232401,1,1,1
48201422302,1,1,1
48201422301,1,1,1
48201423402,1,1,1
48201423302,1,1,1
48201423401,1,1,1
48201431502,1,1,1
48201431301,1,1,1
48201431202,1,1,1
48201522402,1,1,1
48201522401,1,1,1
48201552302,1,1,1
48201552002,1,1,1
48201552101,1,1,1
48201552001,1,1,1
48201552103,1,1,1
48355003602,1,1,1
48355005406,1,1,1
48355005802,1,1,1
48427950101,NA,NA,NA
48427950202,NA,NA,NA
48309004201,1,NA,1
48201232402,1,1,1
48201232403,1,1,1
48201232702,1,1,1
48201233101,1,1,1
48201233003,1,1,1
48029151200,1,NA,1
48029151600,1,NA,1
48029151700,1,NA,1
48201233102,1,1,1
48201431102,1,1,1
48201431101,1,1,1
48201431402,1,1,1
48201433003,1,1,1
48201432902,1,1,1
48201432901,1,1,1
48201432802,1,1,1
48201433202,1,1,1
48201433201,1,1,1
48201433002,1,1,1
48201433502,1,1,1
48201552102,1,1,1
48201554002,1,1,1
48201554102,1,1,1
48201554101,1,1,1
48183980000,NA,NA,NA
48201554801,1,1,1
48201555401,1,1,1
48201555702,1,1,1
48201232701,1,1,1
48201233103,1,1,1
48309000200,1,NA,1
48309000300,1,NA,1
48407200101,1,1,1
48407200300,1,1,1
48309000400,1,NA,1
48407200200,1,1,1
48407200102,1,1,1
48201233702,1,1,1
48201240801,1,1,1
48201241101,1,1,1
48355002705,1,1,1
48355002704,1,1,1
48355005602,1,1,1
48355000800,1,1,1
48355002200,1,1,1
48355003202,1,1,1
48355000600,1,1,1
48355005601,1,1,1
48355006000,1,1,1
48355000700,1,1,1
48355003500,1,1,1
48355005801,1,1,1
48355002900,1,1,1
48201241102,1,1,1
48201330302,1,1,1
48201331601,1,1,1
48201333201,1,1,1
48201340301,1,1,1
48201342001,1,1,1
48201421101,1,1,1
48201423301,1,1,1
48201431201,1,1,1
48201451001,1,1,1
48201451901,1,1,1
48201452201,1,1,1
48201453401,1,1,1
48321730301,1,1,1
48321990000,1,1,1
48309004000,1,NA,1
48309004202,1,NA,1
48309000100,1,NA,1
48201453402,1,1,1
48201454301,1,1,1
48201454501,1,1,1
48167725300,1,1,1
48167725400,1,1,1
48167725500,1,1,1
48167725600,1,1,1
48167725800,1,1,1
48167725900,1,1,1
48201455101,1,1,1
48201532501,1,1,1
48193950100,1,NA,1
48193950300,1,NA,1
48193950200,1,NA,1
48493000402,1,1,1
48493000500,1,1,1
48493000201,1,NA,1
48493000600,1,NA,1
48493000202,1,NA,1
48493000300,1,NA,1
48493000102,1,1,1
48201533901,1,1,1
48201534201,1,1,1
48201551703,1,1,1
48201540501,1,1,1
48201540901,1,1,1
48245005500,1,1,1
48245005900,1,1,1
48245006100,1,1,1
48015760400,1,1,1
48015760300,1,1,1
48015760100,1,1,1
48015760200,1,1,1
48491020314,1,1,1
48491021508,1,1,1
48491020114,1,1,1
48491021601,1,1,1
48491020110,1,1,1
48491020319,1,1,1
48491020318,1,1,1
48491020317,1,1,1
48491020115,1,1,1
48491020510,1,1,1
48491020202,1,1,1
48491021603,1,1,1
48491020109,1,1,1
48491020320,1,1,1
48491020325,1,1,1
48491020321,1,1,1
48491020328,1,1,1
48201233001,1,1,1
48201233002,1,1,1
48201252301,1,1,1
48201323801,1,1,1
48201323802,1,1,1
48201433501,1,1,1
48201451403,1,1,1
48201451602,1,1,1
48201451601,1,1,1
48201541001,1,1,1
48201542101,1,1,1
48491020324,1,1,1
48245010902,1,1,1
48245010500,1,1,1
48245000101,1,1,1
48491020326,1,1,1
48491020311,1,1,1
48491020507,1,1,1
48491020506,1,1,1
48491020408,1,1,1
48491020505,1,1,1
48491020707,1,1,1
48245000102,1,1,1
48245000302,1,1,1
48245006600,1,1,1
48245000400,1,1,1
48245000500,1,1,1
48245000200,1,1,1
48245011102,1,1,1
48245011201,1,1,1
48245011202,1,1,1
48245011203,1,1,1
48245011302,1,1,1
48453001915,1,1,1
48453002425,1,1,1
48453001776,1,1,1
48453001859,1,1,1
48029191814,1,NA,NA
48029172006,1,NA,1
48491020203,1,1,1
48491020708,1,1,1
48491021602,1,1,1
48491020808,1,1,1
48463950200,NA,NA,NA
48463950100,1,NA,1
48463950500,1,NA,1
48463950400,1,NA,1
48463950300,1,NA,1
48029181822,1,NA,1
48029181818,1,NA,1
48029181821,1,NA,1
48029181724,1,NA,1
48029181723,1,NA,1
48029181726,1,NA,1
48029181721,1,NA,1
48099010503,1,NA,1
48467951000,NA,NA,NA
48467950900,NA,NA,NA
48245000700,1,1,1
48245001100,1,1,1
48245001200,1,1,1
48099010504,1,NA,1
48027023202,1,NA,1
48167724101,1,1,1
48245000600,1,1,1
48453001857,1,1,1
48453002434,1,1,1
48453002208,1,1,1
48019000102,1,NA,1
48029181720,1,NA,1
48029181826,1,NA,1
48029181824,1,NA,1
48029181823,1,NA,1
48029181901,1,NA,1
48453002431,1,1,1
48071990000,1,1,1
48029191202,1,NA,1
48029191410,1,NA,1
48029191701,1,NA,1
48029191201,1,NA,1
48029131100,1,NA,1
48029191412,1,NA,1
48029161303,1,NA,1
48029160901,1,NA,1
48021950802,1,1,1
48021950501,1,1,1
48027020202,1,NA,1
48027980001,1,NA,1
48091310608,1,NA,NA
48091310605,1,NA,NA
48029181403,1,NA,1
48183001500,NA,NA,NA
48183010500,NA,NA,NA
48183010700,NA,NA,NA
48029121119,1,NA,1
48029121121,1,NA,1
48029160501,1,NA,1
48029191005,1,NA,1
48029171915,1,NA,1
48029171921,1,NA,1
48029171923,1,NA,1
48091310607,1,NA,NA
48091310702,1,NA,1
48091310802,1,NA,NA
48091310502,1,1,1
48027020401,1,NA,1
48027023203,1,NA,1
48479001105,1,NA,1
48479001401,1,NA,1
48453002427,1,1,1
48453002317,1,1,1
48453001860,1,1,1
48453001863,1,1,1
48479001811,1,NA,1
48479001003,1,NA,1
48479001201,1,NA,1
48309004300,1,NA,NA
48479001808,1,NA,1
48479001722,1,NA,1
48021950200,1,1,1
48021950600,1,1,1
48021950100,1,1,1
48021950300,1,1,1
48479001812,1,NA,1
48479001814,1,NA,1
48479001202,1,NA,1
48479001104,1,NA,1
48021950700,1,1,1
48021950400,1,1,1
48019000200,1,NA,1
48019000300,1,NA,1
48019000400,1,NA,1
48479000109,1,NA,1
48479000108,1,NA,1
48479001815,1,NA,1
48479000602,1,NA,1
48479001402,1,NA,1
48479000904,1,NA,1
48157672601,1,1,1
48157673001,1,1,1
48157673003,1,1,1
48245006300,1,1,1
48245006400,1,1,1
48245006500,1,1,1
48245006700,1,1,1
48245006800,1,1,1
48245007001,1,1,1
48453001785,1,1,1
48453001779,1,1,1
48221160210,NA,NA,NA
48029161902,1,NA,1
48091310404,1,1,1
48091310503,1,1,1
48039660702,1,1,1
48039660602,1,1,1
48039661602,1,1,1
48039661601,1,1,1
48039660601,1,1,1
48039660701,1,1,1
48091310604,1,NA,NA
48091310403,1,1,1
48091310501,1,1,1
48453001771,1,1,1
48453000306,1,1,1
48453002211,1,1,1
48453001782,1,1,1
48453002500,1,1,1
48453001786,1,1,1
48453001858,1,1,1
48453001855,1,1,1
48453001862,1,1,1
48453002212,1,1,1
48453002436,1,1,1
48039990000,1,1,1
48029181725,1,NA,1
48029161801,1,NA,1
48029181722,1,NA,1
48029181730,1,NA,1
48029131507,1,NA,1
48029131608,1,NA,1
48245001301,1,1,1
48453002432,1,1,1
48453002435,1,1,1
48245007002,1,1,1
48245005600,1,1,1
48479001103,1,NA,1
48479001716,1,NA,1
48479001718,1,NA,1
48479001719,1,NA,1
48453001861,1,1,1
48479001601,1,NA,1
48157670102,1,1,1
48157670101,1,1,1
48157670602,1,1,1
48029121701,1,NA,1
48029121605,1,NA,1
48029131610,1,NA,1
48157671002,1,1,1
48157670901,1,1,1
48157671001,1,1,1
48157670902,1,1,1
48029131505,1,NA,1
48029131614,1,NA,1
48201240802,1,1,1
48201340201,1,1,1
48201340202,1,1,1
48201333902,1,1,1
48201333901,1,1,1
48201421102,1,1,1
48201421202,1,1,1
48201421403,1,1,1
48201421402,1,1,1
48161000300,1,NA,1
48161000200,1,NA,1
48161000100,1,NA,1
48161000700,1,NA,1
48161000900,1,NA,1
48161000600,1,NA,1
48161000400,1,NA,1
48029121904,1,NA,1
48029191808,1,NA,NA
48029191810,1,NA,NA
48029191304,1,NA,1
48029151301,1,NA,1
48201423202,1,1,1
48201423201,1,1,1
48201534203,1,1,1
48201534002,1,1,1
48201534003,1,1,1
48201543002,1,1,1
48245010200,1,1,1
48479001720,1,NA,1
48145000800,1,NA,NA
48027022104,1,NA,NA
48027020201,1,NA,1
48027021904,1,NA,1
48027022502,1,NA,1
48027022403,1,NA,1
48027020402,1,NA,NA
48479001721,1,NA,1
48221160207,NA,NA,NA
48029192100,1,NA,1
48157671602,1,1,1
48029192300,1,NA,1
48029191900,1,NA,1
48029131611,1,NA,1
48201250401,1,1,1
48201451401,1,1,1
48201451402,1,1,1
48157671601,1,1,1
48157671501,1,1,1
48157673902,1,1,1
48157672001,1,1,1
48157672002,1,1,1
48157672302,1,1,1
48201212500,1,1,1
48201324200,1,1,1
48027023106,1,NA,1
48027022404,1,NA,1
48027022501,1,NA,1
48027022105,1,NA,NA
48027023105,1,NA,1
48221160206,NA,NA,NA
48029171920,1,NA,1
48029171913,1,NA,1
48029171916,1,NA,1
48029180101,1,NA,1
48029171302,1,NA,1
48029171501,1,NA,1
48029192000,1,NA,1
48029192200,1,NA,1
48029191506,1,NA,1
48029110900,1,NA,1
48029110800,1,NA,1
48479000107,1,NA,1
48479000106,1,NA,1
48027023107,1,NA,1
48027023108,1,NA,1
48027023201,1,NA,1
48027022405,1,NA,1
48029171914,1,NA,1
48029171918,1,NA,1
48029171925,1,NA,1
48479980000,1,NA,1
48479000601,1,NA,1
48479000903,1,NA,1
48479001807,1,NA,1
48029181727,1,NA,1
48029171924,1,NA,1
48029980005,1,NA,1
48029191812,1,NA,1
48029171402,1,NA,1
48029171401,1,NA,1
48029171917,1,NA,1
48029172005,1,NA,1
48157672702,1,1,1
48157672301,1,1,1
48157673901,1,1,1
48157672602,1,1,1
48157672701,1,1,1
48029181731,1,NA,1
48029181728,1,NA,1
48029180102,1,NA,1
48029180604,1,NA,1
48029191006,1,NA,1
48029181404,1,NA,1
48029191505,1,NA,1
48491020113,1,1,1
48029172004,1,NA,1
48029181815,1,NA,1
48029181813,1,NA,1
48029121905,1,NA,NA
48029172003,1,NA,1
48029191503,1,NA,1
48029191504,1,NA,1
48029181820,1,NA,1
48029181814,1,NA,1
48029181816,1,NA,1
48029181819,1,NA,1
48339694302,1,1,1
48339694202,1,1,1
48339694102,1,1,1
48339691601,1,1,1
48355002102,1,1,1
48355003304,1,1,1
48355003102,1,1,1
48355005415,1,1,1
48355005411,1,1,1
48355005413,1,1,1
48157673002,1,1,1
48157670601,1,1,1
48157674501,1,1,1
48157674601,1,1,1
48157674603,1,1,1
48049950700,1,NA,1
48049951300,1,NA,1
48049950100,1,NA,1
48049950800,1,NA,1
48049951000,1,NA,1
48049951100,1,NA,1
48259970100,1,NA,1
48259970500,1,NA,1
48507950100,1,NA,1
48507950301,NA,NA,NA
48507950302,1,NA,1
48507950200,NA,NA,NA
48355005416,1,1,1
48021950801,1,1,1
48441013404,NA,NA,NA
48025950600,1,1,1
48025950300,1,1,1
48025950100,1,1,1
48025950400,1,1,1
48041000201,1,1,1
48209010100,1,1,1
48209010302,1,1,1
48001950901,1,NA,1
48041000101,1,1,1
48001951100,1,NA,1
48041002009,1,1,1
48041002013,1,1,1
48041002011,1,1,1
48041980000,1,1,1
48005000902,1,NA,1
48005000301,1,NA,1
48187210804,1,NA,NA
48187210507,1,1,1
48187210803,1,1,1
48187210714,1,NA,NA
48187210505,1,1,1
48281950302,1,NA,1
48457950200,1,1,1
48201533701,1,1,1
48201223002,1,1,1
48201980100,1,1,1
48201250402,1,1,1
48201232301,1,1,1
48469001606,1,1,1
48469980000,1,1,1
48479001806,1,NA,1
48479001813,1,NA,1
48479001810,1,NA,1
48479001818,1,NA,1
48479001717,1,NA,1
48479001710,NA,NA,NA
48479000105,1,NA,1
48479001715,1,NA,1
48479001712,1,NA,1
48479001711,1,NA,1
48479001602,1,NA,1
48479001816,1,NA,1
48479001713,1,NA,1
48479001809,1,NA,1
48479001817,1,NA,1
48479001714,1,NA,1
48339690202,1,1,1
48339690402,1,1,1
48339690201,1,1,1
48339690401,1,1,1
48339690602,1,1,1
48339691301,1,1,1
48339692002,1,1,1
48339692001,1,1,1
48339692602,1,1,1
48339693101,1,1,1
48339692802,1,1,1
48339694301,1,1,1
48339694201,1,1,1
48339694101,1,1,1
48339690601,1,1,1
48339692601,1,1,1
48167720302,1,1,1
48471790103,1,1,1
48471790101,1,NA,NA
48471790102,1,1,1
48039663800,1,1,1
48039663900,1,1,1
48039664200,1,1,1
48309001600,1,NA,1
48309001900,1,NA,1
48039660200,1,1,1
48071710200,1,1,1
48071710300,1,1,1
48071710401,1,1,1
48071710500,1,1,1
48071710600,1,1,1
48071710100,1,1,1
48091310801,1,NA,1
48091310703,1,NA,1
48355000500,1,1,1
48355002301,1,1,1
48355002303,1,1,1
48355002304,1,1,1
48099980000,1,NA,1
48099010202,1,NA,1
48099010603,1,NA,1
48099010604,1,NA,1
48355002400,1,1,1
48039660802,1,1,1
48039660801,1,1,1
48039661502,1,1,1
48039661501,1,1,1
48355000900,1,1,1
48355001000,1,1,1
48355001100,1,1,1
48355001200,1,1,1
48355002500,1,1,1
48355002703,1,1,1
48355005417,1,1,1
48355006100,1,1,1
48355005900,1,1,1
48185180301,1,1,1
48309000900,1,NA,1
48309001100,1,NA,1
48309000700,1,NA,1
48309000800,1,NA,1
48309001200,1,NA,1
48309001300,1,NA,1
48355001500,1,1,1
48355001300,1,1,1
48355001400,1,1,1
48471790600,1,1,1
48471790700,1,1,1
48471790800,1,1,1
48355001601,1,1,1
48355001602,1,1,1
48355001801,1,1,1
48355003401,1,1,1
48309001400,1,NA,1
48309001500,1,NA,1
48149970500,1,1,1
48149970200,1,1,1
48149970600,1,1,1
48149970300,1,1,1
48149970700,1,1,1
48149970100,1,1,1
48149970400,1,1,1
48395960500,1,1,1
48395960300,1,NA,NA
48395960400,1,NA,NA
48177000600,1,1,1
48177000100,1,1,1
48355003402,1,1,1
48355003601,1,1,1
48395960100,1,NA,NA
48395960200,1,NA,NA
48355001802,1,1,1
48479001300,1,NA,1
48355003603,1,1,1
48355005102,1,1,1
48479001502,1,NA,1
48479001706,1,NA,1
48479001709,1,NA,1
48145000400,1,NA,NA
48145000700,1,NA,NA
48145000200,1,NA,NA
48145000500,1,NA,NA
48145000300,1,NA,NA
48157670500,1,1,1
48157671100,1,1,1
48157671200,1,1,1
48157671300,1,1,1
48093950100,1,NA,1
48093950200,1,NA,1
48093950400,1,NA,1
48093950300,1,NA,1
48355001902,1,1,1
48469000800,1,1,1
48469000700,1,1,1
48469001400,1,1,1
48469000502,1,1,1
48469001300,1,1,1
48469001700,1,1,1
48469000100,1,1,1
48177000500,1,1,1
48177000200,1,1,1
48177000400,1,1,1
48177000300,1,1,1
48479001101,1,NA,1
48157671700,1,1,1
48157671800,1,1,1
48157671900,1,1,1
48157672100,1,1,1
48157672200,1,1,1
48157672400,1,1,1
48157672500,1,1,1
48157672800,1,1,1
48157672900,1,1,1
48099010400,1,NA,1
48099010802,1,NA,1
48099010701,1,NA,1
48157674502,1,1,1
48157674602,1,1,1
48157671502,1,1,1
48157674604,1,1,1
48157673500,1,1,1
48157673600,1,1,1
48441012802,NA,NA,NA
48073950100,1,NA,1
48073950700,1,NA,1
48073951000,1,NA,1
48073950500,1,NA,1
48073950400,1,NA,1
48073950600,1,NA,1
48073950900,1,NA,1
48073950200,1,NA,1
48073950300,1,NA,1
48073951100,1,NA,1
48029141402,1,NA,1
48029141600,1,NA,1
48029141700,1,NA,1
48029150100,1,NA,1
48441012801,NA,NA,NA
48029150300,1,NA,1
48029150400,1,NA,1
48029150501,1,NA,1
48029150502,1,NA,1
48029150600,1,NA,1
48029150700,1,NA,1
48029150800,1,NA,1
48029150900,1,NA,1
48029151000,1,NA,1
48325000200,1,NA,1
48325000300,1,NA,1
48325000500,1,NA,1
48325000800,1,NA,1
48027020500,1,NA,NA
48027020701,1,NA,NA
48027020702,1,NA,1
48027020900,1,NA,NA
48027021000,1,NA,NA
48027021100,1,NA,NA
48493000403,1,NA,1
48041000300,1,1,1
48041001302,1,1,1
48041002002,1,1,1
48041000500,1,1,1
48041001801,1,1,1
48441012900,NA,NA,NA
48441013600,NA,NA,NA
48441013401,NA,NA,NA
48441013200,NA,NA,NA
48027020100,1,NA,NA
48027021602,1,NA,NA
48027020300,1,NA,NA
48027020800,1,NA,NA
48027021400,1,NA,NA
48027020600,1,NA,1
48027021302,1,NA,NA
48027023402,1,NA,NA
48027022801,1,NA,1
48027023300,1,NA,1
48027022402,1,NA,1
48027021800,1,NA,NA
48027021203,1,NA,NA
48027021500,1,NA,NA
48027021303,1,NA,NA
48027022000,1,NA,NA
48027021601,1,NA,NA
48027021700,1,NA,NA
48441010900,NA,NA,NA
48041000400,1,1,1
48041000603,1,1,1
48041000604,1,1,1
48041000700,1,1,1
48041000800,1,1,1
48441011400,NA,NA,NA
48041000900,1,1,1
48041001000,1,1,1
48041001100,1,1,1
48441011500,NA,NA,NA
48441011600,NA,NA,NA
48441011900,NA,NA,NA
48441012000,NA,NA,NA
48441012100,NA,NA,NA
48441012200,NA,NA,NA
48441012300,NA,NA,NA
48441012400,NA,NA,NA
48453001856,1,1,1
48481740600,1,1,1
48481740700,1,1,1
48481740200,1,1,1
48481740100,1,1,1
48481740400,1,1,1
48481740900,1,1,1
48441012500,NA,NA,NA
48441012600,NA,NA,NA
48441012700,NA,NA,NA
48441013000,NA,NA,NA
48441013100,NA,NA,NA
48491020703,1,1,1
48491020704,1,1,1
48491021100,1,1,1
48491021201,1,1,1
48491021202,1,1,1
48491021203,1,1,1
48001950401,1,NA,1
48001950902,1,NA,1
48001950402,1,NA,1
48411950200,1,NA,1
48411950100,1,NA,1
48491020701,1,1,1
48491021402,1,1,1
48491021403,1,1,1
48491021503,1,1,1
48221160205,NA,NA,NA
48221160302,NA,NA,NA
48221160209,NA,NA,NA
48257051300,NA,NA,NA
48257050800,NA,NA,NA
48453002112,1,1,1
48453002113,1,1,1
48453002201,1,1,1
48167722900,1,1,1
48167723100,1,1,1
48167723200,1,1,1
48167723300,1,1,1
48167723000,1,1,1
48167721500,1,1,1
48453002202,1,1,1
48453980000,1,1,1
48453002304,1,1,1
48453002308,1,1,1
48453002312,1,1,1
48453002314,1,1,1
48453002316,1,1,1
48249950100,1,NA,NA
48249950300,1,1,1
48249950700,1,NA,1
48249950200,1,NA,NA
48249950400,1,1,1
48249950500,1,1,1
48249950600,1,1,1
48031950100,1,NA,1
48035950500,1,NA,1
48031950200,1,NA,1
48167720800,1,1,1
48167726000,1,1,1
48167721900,1,1,1
48167722800,1,1,1
48167723400,1,1,1
48167721600,1,1,1
48167720600,1,1,1
48167723800,1,1,1
48167726100,1,1,1
48167720100,1,1,1
48167724900,1,1,1
48167720200,1,1,1
48167722200,1,1,1
48167723600,1,1,1
48167723900,1,1,1
48167725700,1,1,1
48167721800,1,1,1
48167724200,1,1,1
48453002403,1,1,1
48453002409,1,1,1
48453002410,1,1,1
48453002411,1,1,1
48453002412,1,1,1
48453002413,1,1,1
48453002419,1,1,1
48323950201,NA,NA,NA
48095950300,NA,NA,NA
48409010602,1,1,1
48409010604,1,1,1
48409010800,1,1,1
48143950700,1,NA,1
48143950300,1,NA,1
48143950500,1,NA,1
48143950600,1,NA,1
48143950400,1,NA,1
48143950100,NA,NA,NA
48453002422,1,1,1
48453002423,1,1,1
48453002424,1,1,1
48453001742,1,1,1
48453001760,1,1,1
48453001826,1,1,1
48453002310,1,1,1
48491020302,1,1,1
48491020301,1,1,1
48491020310,1,1,1
48491020900,1,1,1
48491021300,1,1,1
48491021502,1,1,1
48491021000,1,1,1
48491021401,1,1,1
